,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
645,CHEMBL189472,COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,inactive,348.35800000000006,3.6629000000000023,0.0,6.0,0.9999999995657055
647,CHEMBL363493,O=c1c(-c2ccccc2)c(-n2ccnc2)oc2cc(OCc3ccccc3)ccc12,inactive,394.4300000000001,5.224700000000004,0.0,5.0,0.9999999995657055
648,CHEMBL189274,COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,active,424.45600000000013,5.233300000000004,0.0,6.0,5.327892901854456
649,CHEMBL189274,COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,inactive,424.45600000000013,5.233300000000004,0.0,6.0,0.9999999995657055
650,CHEMBL190099,COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,inactive,319.32000000000005,3.0493000000000006,0.0,6.0,4.7447250821562745
651,CHEMBL190099,COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,inactive,319.32000000000005,3.0493000000000006,0.0,6.0,0.9999999995657055
652,CHEMBL191488,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3ncc[nH]3)oc2c1,inactive,350.39900000000006,4.342900000000002,1.0,5.0,4.301029127075886
653,CHEMBL190848,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nccn3C)oc2c1,inactive,364.4260000000001,4.353300000000003,0.0,6.0,4.301029127075886
654,CHEMBL190208,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nnc[nH]3)oc2c1,inactive,351.38700000000006,3.7379000000000016,1.0,6.0,4.301029127075886
655,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active,232.28299999999996,1.3532,2.0,3.0,5.552826458417537
656,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2.0,3.0,0.9999999995657055
657,CHEMBL131921,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,inactive,284.267,2.8798000000000012,2.0,5.0,4.468519805622912
658,CHEMBL131921,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,inactive,284.267,2.8798000000000012,2.0,5.0,0.9999999995657055
659,CHEMBL363621,C(=C1/CCc2ccccc21)\c1cccnc1,active,207.27599999999998,3.5684000000000022,0.0,1.0,5.44975941346983
660,CHEMBL193606,C(=C1\CCCc2ccccc21)\c1cccnc1,active,221.303,3.9585000000000026,0.0,1.0,5.181767506216108
661,CHEMBL365120,C(=C1/CCCc2ccccc21)\c1cccnc1,active,221.303,3.9585000000000026,0.0,1.0,5.421349331225793
662,CHEMBL193997,Fc1ccc2c(c1)CC/C2=C\c1cccnc1,active,225.26600000000002,3.707500000000003,0.0,1.0,5.595149185508683
