,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
1535,CHEMBL175609,COc1ccc2c(c1)CC/C2=C/c1ccncc1,active,237.302,3.5770000000000017,0.0,2.0,5.429445385692169
1537,CHEMBL193496,COc1ccc2c(c1)CCC/C2=C/c1ccncc1,active,251.32899999999998,3.967100000000003,0.0,2.0,5.9956356288922485
1541,CHEMBL371742,Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2,active,221.303,3.876820000000002,0.0,1.0,5.892756102421026
1542,CHEMBL192077,Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,active,221.303,3.876820000000002,0.0,1.0,5.7669784930123065
1543,CHEMBL192155,COc1ccc2c(c1)CC/C2=C\c1cncs1,active,243.331,3.6385000000000023,0.0,3.0,5.363502073866796
1544,CHEMBL195354,COc1ccc2c(c1)CC/C2=C/c1cncs1,active,243.331,3.6385000000000023,0.0,3.0,5.316043877737387
1545,CHEMBL195248,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,active,226.25400000000002,3.102500000000002,0.0,2.0,5.127837897834698
1547,CHEMBL363849,Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,active,275.326,4.860700000000004,0.0,1.0,5.712175884333221
1548,CHEMBL194928,C(=C1c2ccccc2-c2ccccc21)c1cccnc1,active,255.32000000000002,4.650900000000004,0.0,1.0,5.317845894728715
1549,CHEMBL383145,C(=C1c2ccccc2-c2ccccc21)c1ccncc1,active,255.32000000000002,4.650900000000004,0.0,1.0,5.562233587305268
1550,CHEMBL370317,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,active,257.336,4.670500000000004,0.0,1.0,5.4341403800063395
1551,CHEMBL373074,CC1C/C(=C/c2cccnc2)c2ccccc21,active,221.30299999999997,4.129400000000002,0.0,1.0,5.552826458417537
1552,CHEMBL193555,C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,active,283.374,5.157800000000004,0.0,1.0,5.391463269646118
1553,CHEMBL364080,C(=C1\CCc2ccccc21)\c1cccnc1,inactive,207.27599999999998,3.5684000000000022,0.0,1.0,2.689999979722424
1554,CHEMBL363621,C(=C1/CCc2ccccc21)\c1cccnc1,inactive,207.27599999999998,3.5684000000000022,0.0,1.0,2.4499999880458168
1555,CHEMBL193606,C(=C1\CCCc2ccccc21)\c1cccnc1,inactive,221.303,3.9585000000000026,0.0,1.0,2.1819999936310532
1556,CHEMBL365120,C(=C1/CCCc2ccccc21)\c1cccnc1,inactive,221.303,3.9585000000000026,0.0,1.0,2.4209999885204256
1557,CHEMBL193997,Fc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,2.59499998214764
1558,CHEMBL383806,Fc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,2.603999982250732
1559,CHEMBL383807,Clc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,241.721,4.2218000000000035,0.0,1.0,2.3709999899321503
1560,CHEMBL193652,Clc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,241.721,4.2218000000000035,0.0,1.0,2.3929999889406566
1561,CHEMBL194440,Brc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,286.17199999999997,4.330900000000003,0.0,1.0,2.105999994326896
1562,CHEMBL176118,Brc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,286.17199999999997,4.330900000000003,0.0,1.0,2.1329999943927684
1563,CHEMBL176609,COc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,237.302,3.5770000000000017,0.0,2.0,2.3659999904084965
1564,CHEMBL176101,COc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,237.302,3.5770000000000017,0.0,2.0,2.2539999921525142
1565,CHEMBL362441,COc1ccc2c(c1)CCC/C2=C\c1cccnc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,2.9469999633561463
1566,CHEMBL176098,COc1ccc2c(c1)CCC/C2=C/c1cccnc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,2.3979999888817174
1567,CHEMBL366669,COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,inactive,281.3550000000001,3.9757000000000025,0.0,3.0,3.0089999536254344
1568,CHEMBL425323,CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,2.1499999941010794
1569,CHEMBL176886,CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,2.114999994545193
1570,CHEMBL175550,Cc1ccc2c(c1)/C(=C/c1cccnc1)CC2,inactive,221.303,3.876820000000003,0.0,1.0,2.405999989381244
1571,CHEMBL366570,Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2,inactive,221.303,3.876820000000003,0.0,1.0,2.3369999901690495
1572,CHEMBL368305,Cc1cccc2c1CC/C2=C\c1cccnc1,inactive,221.30300000000003,3.876820000000003,0.0,1.0,2.325999991042576
1573,CHEMBL176009,Cc1cccc2c1CC/C2=C/c1cccnc1,inactive,221.30300000000003,3.876820000000003,0.0,1.0,1.8989999964173279
1574,CHEMBL366490,Fc1cccc2c1CC/C2=C\c1cccnc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,2.7419999766516687
1575,CHEMBL176076,Fc1cccc2c1CC/C2=C/c1cccnc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,3.744999762226399
1576,CHEMBL176287,Clc1cccc2c1CC/C2=C\c1cccnc1,inactive,241.721,4.2218000000000035,0.0,1.0,3.8859996586335077
1577,CHEMBL369623,Clc1cccc2c1CC/C2=C/c1cccnc1,inactive,241.721,4.2218000000000035,0.0,1.0,3.637999814579726
1578,CHEMBL175962,C(=C1\CCc2ccccc21)\c1ccncc1,inactive,207.27599999999998,3.5684000000000022,0.0,1.0,2.1739999937869157
1579,CHEMBL179149,C(=C1/CCc2ccccc21)\c1ccncc1,inactive,207.27599999999998,3.5684000000000022,0.0,1.0,1.894999996595447
1580,CHEMBL360026,C(=C1\CCCc2ccccc21)\c1ccncc1,inactive,221.303,3.9585000000000026,0.0,1.0,3.1869999334279866
1581,CHEMBL424960,Fc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,2.809999971654649
1582,CHEMBL179144,Fc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,225.26600000000002,3.707500000000003,0.0,1.0,3.0969999429908572
1583,CHEMBL175554,Clc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,241.721,4.2218000000000035,0.0,1.0,2.2649999923992983
1584,CHEMBL175799,Clc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,241.721,4.2218000000000035,0.0,1.0,2.700999977962579
1585,CHEMBL366773,Brc1ccc2c(c1)CC/C2=C\c1ccncc1,inactive,286.17199999999997,4.330900000000003,0.0,1.0,2.4689999866887757
1586,CHEMBL179222,Brc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,286.17199999999997,4.330900000000003,0.0,1.0,2.401999989320607
1587,CHEMBL175609,COc1ccc2c(c1)CC/C2=C/c1ccncc1,inactive,237.302,3.5770000000000017,0.0,2.0,2.4289999886345828
1588,CHEMBL175979,COc1ccc2c(c1)CCC/C2=C\c1ccncc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,3.0969999429908572
1589,CHEMBL193496,COc1ccc2c(c1)CCC/C2=C/c1ccncc1,inactive,251.32899999999998,3.967100000000003,0.0,2.0,2.9959999552804644
1590,CHEMBL365314,COc1ccc2c(c1)/C(=C/c1ccncc1)CC2,inactive,237.302,3.5770000000000017,0.0,2.0,3.552999847884904
1591,CHEMBL370281,COc1ccc2c(c1)/C(=C\c1ccncc1)CC2,inactive,237.302,3.5770000000000017,0.0,2.0,3.1139999436961925
1592,CHEMBL193858,COc1cc2c(cc1OC)/C(=C/c1ccncc1)CCC2,inactive,281.3550000000001,3.9757000000000025,0.0,3.0,4.045999508263675
1593,CHEMBL371742,Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2,inactive,221.303,3.876820000000002,0.0,1.0,2.892999967465636
1594,CHEMBL192077,Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,inactive,221.303,3.876820000000002,0.0,1.0,2.766999973355965
1595,CHEMBL192155,COc1ccc2c(c1)CC/C2=C\c1cncs1,inactive,243.331,3.6385000000000023,0.0,3.0,2.3639999899939834
1596,CHEMBL195354,COc1ccc2c(c1)CC/C2=C/c1cncs1,inactive,243.331,3.6385000000000023,0.0,3.0,2.3159999910452482
1597,CHEMBL195248,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,inactive,226.25400000000002,3.102500000000002,0.0,2.0,2.127999994113623
1598,CHEMBL370530,Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,inactive,275.326,4.860700000000004,0.0,1.0,3.1429999384300644
1599,CHEMBL363849,Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,inactive,275.326,4.860700000000004,0.0,1.0,2.7119999770852625
1600,CHEMBL194928,C(=C1c2ccccc2-c2ccccc21)c1cccnc1,inactive,255.32000000000002,4.650900000000004,0.0,1.0,2.317999991374187
1601,CHEMBL383145,C(=C1c2ccccc2-c2ccccc21)c1ccncc1,inactive,255.32000000000002,4.650900000000004,0.0,1.0,2.5619999844643346
1602,CHEMBL370317,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,inactive,257.336,4.670500000000004,0.0,1.0,2.433999987780936
1603,CHEMBL373074,CC1C/C(=C/c2cccnc2)c2ccccc21,inactive,221.30299999999997,4.129400000000002,0.0,1.0,2.552999984427105
1604,CHEMBL193555,C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,inactive,283.374,5.157800000000004,0.0,1.0,2.390999989491293
1606,CHEMBL1629801,C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,inactive,274.448,4.556100000000004,1.0,1.0,4.522877297634477
1608,CHEMBL1629803,C[C@]12CC[C@H]3O[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,active,290.44700000000006,3.767300000000003,1.0,2.0,5.187079961954972
1614,CHEMBL1630260,CCCC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1,active,358.5220000000002,5.579400000000006,0.0,3.0,5.8238797889439144
1615,CHEMBL1630262,CCCCCC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1,active,386.57600000000025,6.3596000000000075,0.0,3.0,5.74470336809566
1618,CHEMBL1630265,CC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(CO)CCC1,active,346.46700000000016,3.771600000000003,1.0,4.0,5.443685435664653
1619,CHEMBL1630266,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,304.43000000000006,2.8516000000000012,2.0,3.0,5.999956572723137
1623,CHEMBL1630270,CC(=O)OC1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,330.46800000000013,4.450000000000005,0.0,3.0,5.999956572723137
1624,CHEMBL1630271,CC(=O)OC1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,346.46700000000016,3.4224000000000023,1.0,4.0,4.958603366728068
1626,CHEMBL1630273,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,active,304.43000000000006,2.8516000000000012,2.0,3.0,5.167484700657167
1628,CHEMBL1630275,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,318.4570000000001,3.5057000000000027,1.0,3.0,3.8239084514147605
1629,CHEMBL1630276,C[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,286.459,5.154400000000005,0.0,1.0,5.74470336809566
1630,CHEMBL1630277,CC[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,300.48600000000005,5.5445000000000055,0.0,1.0,5.346777835343401
1631,CHEMBL1630278,CCC[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,314.5130000000001,5.934600000000007,0.0,1.0,5.259629414314232
1632,CHEMBL1630279,C[C@]12CCCC(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,288.43100000000004,4.167300000000004,0.0,2.0,5.619770663061963
1634,CHEMBL1630909,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,active,318.41300000000007,3.699600000000003,1.0,4.0,5.732804796854033
1636,CHEMBL1630911,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,active,288.431,3.8808000000000025,1.0,2.0,5.161144615185427
1638,CHEMBL488513,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(OC)c3O)[C@H]2O1,inactive,308.33,2.578500000000001,1.0,6.0,4.790482304635508
1639,CHEMBL1668326,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1,inactive,294.303,2.275500000000001,2.0,6.0,4.7721107256040955
1640,CHEMBL1668327,CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1,inactive,310.34600000000006,2.0420000000000003,2.0,6.0,4.793171426495274
1641,CHEMBL1668328,CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(O)c(O)c2C(=O)O1,inactive,296.319,1.7389999999999999,3.0,6.0,4.774688133195629
1642,CHEMBL488848,CCC[C@@H](O)C[C@H]1OC(=O)c2c(cc(OC)c(OC)c2O)[C@H]1O,inactive,326.345,1.5328999999999997,3.0,7.0,4.815305730665652
1643,CHEMBL1668329,CCCC(=O)CC[C@H]1OC(=O)c2c1cc(OC)c(OC)c2O,inactive,308.33000000000004,2.770300000000001,1.0,6.0,4.790482304635508
1644,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,531.4399999999999,4.205800000000003,0.0,7.0,5.619770663061963
1684,CHEMBL1688913,O=c1cc(Cn2ccnc2)c2ccc(O)cc2o1,active,242.234,1.7433999999999998,1.0,5.0,5.42595715124051
1690,CHEMBL1688918,N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1,active,419.44000000000005,5.291180000000004,0.0,6.0,5.396844797228525
1691,CHEMBL387892,COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,active,256.26099999999997,2.0463999999999998,0.0,5.0,5.549735491440148
1694,CHEMBL1689257,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H](OCCc2ccc(O)cc2)O[C@@H]1CO,inactive,594.5660000000004,-1.1084000000000005,8.0,14.0,4.512860209885111
1695,CHEMBL1689258,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,inactive,610.5650000000005,-1.4028000000000012,9.0,15.0,4.490796133106019
1696,CHEMBL1689259,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OCCc2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,inactive,610.5650000000003,-1.4028000000000005,9.0,15.0,4.571863585472436
1697,CHEMBL518414,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,inactive,478.45000000000016,0.13229999999999975,7.0,11.0,4.452224064317937
1700,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active,232.28299999999996,1.3532,2.0,3.0,5.236564518665717
1701,CHEMBL404225,O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,active,274.319,4.546300000000003,0.0,2.0,5.36652144466618
1702,CHEMBL255108,N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,active,299.32900000000006,4.417980000000003,0.0,3.0,5.812451079138729
1716,CHEMBL1784790,O=c1oc2cc(OCC(O)Cn3cncn3)ccc2c2c1CCC2,inactive,327.3400000000002,1.3131000000000002,1.0,7.0,4.663538264799023
1718,CHEMBL1784792,COc1ccc2c(c1)OC1(CCN(C(=O)Cn3cncn3)CC1)CC2=O,active,356.3820000000001,1.3133000000000001,0.0,7.0,5.237313935569083
1720,CHEMBL1784794,CCc1[nH]c2ccc(C(=O)NCC(C)n3cncn3)cc2c1C,inactive,311.38900000000007,2.621220000000001,2.0,4.0,4.974690037636802
1721,CHEMBL1784795,CC(CNC(=O)c1cc2c([nH]c1=O)CCCCC2)n1cncn1,inactive,315.37699999999995,1.2262999999999995,2.0,5.0,4.602058254153509
1722,CHEMBL1784796,Cc1ncc(CNc2ccc(OCC(O)Cn3ccnc3)cc2)cn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,active,531.5220000000003,0.7850199999999997,6.0,11.0,5.455919547413215
1723,CHEMBL1784797,O=C(CCn1ccnc1)NC[C@H]1CC[C@H](c2ncncc2-c2ccccn2)CC1,active,390.4910000000001,3.2154000000000016,1.0,6.0,5.508624296892266
1725,CHEMBL1784800,COc1ccc(C(C)NC(=O)c2ccccc2Cn2cncn2)cc1F,active,354.385,2.9651000000000014,1.0,5.0,5.508624296892266
1730,CHEMBL1521315,Cc1ccc(C(=O)NCCCn2ccnc2)cc1[N+](=O)[O-],active,288.3070000000001,1.9198199999999999,1.0,5.0,5.999956572723137
1731,CHEMBL1389987,Cc1ccc(C(=O)NCCCn2ccnc2)cn1,inactive,244.29800000000003,1.4066199999999998,1.0,4.0,4.974690037636802
1737,CHEMBL1538978,C=CCN(c1ccc(C(=O)NCCCn2ccnc2)cc1)S(C)(=O)=O,active,362.45500000000004,1.6552,1.0,5.0,5.602042619896112
1739,CHEMBL1784810,CC(C)(C(=O)Nc1ccccc1Oc1ccc(F)cc1)n1cncn1,inactive,340.358,3.5833000000000013,1.0,5.0,4.8794227786969016
1744,CHEMBL1824742,CCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,active,327.391,3.6116600000000023,0.0,5.0,5.327892901854456
1745,CHEMBL1824743,CCCCCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,active,369.4720000000001,4.781960000000005,0.0,5.0,5.2949834747850275
1746,CHEMBL1824744,CCCCCCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,inactive,383.4990000000001,5.172060000000005,0.0,5.0,4.974690037636802
1747,CHEMBL1824745,CCCCCCCCCCc1cn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)nn1,inactive,425.5800000000001,6.342360000000007,0.0,5.0,4.79533477730842
1748,CHEMBL1824746,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(C3CCCCC3)nn2)cc1,inactive,367.4560000000002,4.706860000000003,0.0,5.0,4.713990630025298
1749,CHEMBL1824747,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(-c3ccccc3)nn2)cc1,inactive,361.408,4.326160000000003,0.0,5.0,4.985895474294709
1750,CHEMBL1824748,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccccc3)nn2)cc1,inactive,391.434,4.238160000000003,0.0,6.0,4.959789413514601
1751,CHEMBL1824749,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(Cl)cc3)nn2)cc1,inactive,425.879,4.891560000000004,0.0,6.0,4.792901763782309
1752,CHEMBL1824750,N#Cc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,active,416.44400000000013,4.109840000000003,0.0,7.0,5.333472659751109
1753,CHEMBL1824751,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc([N+](=O)[O-])cc3)nn2)cc1,active,436.4310000000001,4.146360000000003,0.0,8.0,5.111814887819414
1754,CHEMBL1824752,Cc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,inactive,405.4610000000001,4.546580000000004,0.0,6.0,4.960581914682321
1755,CHEMBL1824753,COc1ccc(OCc2cn(C(c3ccc(C#N)cc3)c3ccc(C#N)cc3)nn2)cc1,inactive,421.46000000000015,4.246760000000004,0.0,7.0,4.915062853577296
1756,CHEMBL1824754,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,inactive,467.5320000000001,5.905160000000005,0.0,6.0,4.874515481169404
1757,CHEMBL1824755,c1ccc(C(c2ccccc2)n2ccnn2)cc1,active,235.29,2.9158,0.0,3.0,5.339125039687381
1758,CHEMBL1824756,CCCc1cn(C(c2ccccc2)c2ccccc2)nn1,inactive,277.37100000000004,3.8683000000000023,0.0,3.0,4.960185483328834
1759,CHEMBL1824757,CCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1,inactive,319.45200000000006,5.038600000000005,0.0,3.0,4.828855920495437
1760,CHEMBL1824758,CCCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1,inactive,333.47900000000004,5.428700000000005,0.0,3.0,4.713092403776797
1761,CHEMBL1824759,CCCCCCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1,inactive,375.56000000000006,6.599000000000007,0.0,3.0,4.868378128170238
1762,CHEMBL1824760,c1ccc(C(c2ccccc2)n2cc(C3CCCCC3)nn2)cc1,inactive,317.436,4.963500000000003,0.0,3.0,4.862642723229127
1763,CHEMBL1824761,c1ccc(-c2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,311.38800000000003,4.582800000000003,0.0,3.0,4.88806236746327
1764,CHEMBL1824762,c1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,341.41400000000004,4.494800000000003,0.0,4.0,4.5050096370212875
1765,CHEMBL1824763,Clc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,375.8590000000001,5.1482000000000046,0.0,4.0,4.873865344474307
1766,CHEMBL1824764,N#Cc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,366.42400000000004,4.366480000000004,0.0,5.0,4.78488877243162
1767,CHEMBL1824765,O=[N+]([O-])c1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,386.41100000000006,4.403000000000004,0.0,6.0,4.935164039584324
1768,CHEMBL1824766,Cc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,355.44100000000003,4.803220000000004,0.0,4.0,4.572350006498272
1769,CHEMBL1824767,COc1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1,inactive,371.44000000000005,4.503400000000004,0.0,5.0,4.817867930634351
1770,CHEMBL1824768,c1ccc(-c2ccc(OCc3cn(C(c4ccccc4)c4ccccc4)nn3)cc2)cc1,inactive,417.51200000000006,6.161800000000006,0.0,4.0,4.810226238142279
1772,CHEMBL1825017,N#Cc1ccc(Cn2nccn2)cc1,inactive,184.20200000000003,1.1980799999999998,0.0,4.0,4.913636609549005
1773,CHEMBL1825018,c1ccc(Cn2ccnn2)cc1,inactive,159.192,1.3263999999999998,0.0,3.0,4.9251799036927535
1774,CHEMBL1825019,c1ccc(Cn2nccn2)cc1,inactive,159.192,1.3263999999999998,0.0,3.0,4.787543376218151
1777,CHEMBL1825021,c1ccc(Cn2cncn2)cc1,active,159.192,1.3263999999999998,0.0,3.0,5.386147611476763
1779,CHEMBL1825022,N#Cc1ccc(C(c2ccc(C#N)cc2)n2nccn2)cc1,inactive,285.31,2.65916,0.0,5.0,4.097018057198984
1782,CHEMBL1825023,c1ccc(C(c2ccccc2)n2nccn2)cc1,inactive,235.29,2.9158,0.0,3.0,4.920453376504889
1783,CHEMBL1825024,c1ccc(C(c2ccccc2)n2cncn2)cc1,active,235.29,2.9158,0.0,3.0,5.958567835319735
1785,CHEMBL1825025,CCCc1cn(Cc2ccc(C#N)cc2)nn1,active,226.28300000000002,2.1505799999999997,0.0,4.0,5.3595086250544535
1786,CHEMBL1825026,CCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,active,268.364,3.3208800000000016,0.0,4.0,5.279005999375658
1787,CHEMBL1825027,CCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,active,282.39099999999996,3.710980000000002,0.0,4.0,5.512847478353144
1788,CHEMBL1825028,CCCCCCCCCCc1cn(Cc2ccc(C#N)cc2)nn1,active,324.47200000000004,4.881280000000005,0.0,4.0,5.103468271194122
1789,CHEMBL1825029,N#Cc1ccc(Cn2cc(C3CCCCC3)nn2)cc1,inactive,266.34799999999996,3.2457800000000017,0.0,4.0,4.970612163506823
1790,CHEMBL1825030,N#Cc1ccc(Cn2cc(-c3ccccc3)nn2)cc1,active,260.3,2.8650800000000007,0.0,4.0,5.471070450963246
1791,CHEMBL1825031,N#Cc1ccc(Cn2cc(COc3ccccc3)nn2)cc1,active,290.326,2.7770800000000007,0.0,5.0,5.215375576153392
1792,CHEMBL1825032,N#Cc1ccc(Cn2cc(COc3ccc(Cl)cc3)nn2)cc1,active,324.771,3.430480000000002,0.0,5.0,5.407812135470415
1793,CHEMBL1825033,N#Cc1ccc(Cn2cc(COc3ccc(C#N)cc3)nn2)cc1,active,315.336,2.6487600000000002,0.0,6.0,5.038099785151895
1794,CHEMBL1825034,N#Cc1ccc(Cn2cc(COc3ccc([N+](=O)[O-])cc3)nn2)cc1,active,335.323,2.6852800000000006,0.0,7.0,5.250255956839869
1795,CHEMBL1825035,Cc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,active,304.353,3.0855000000000015,0.0,5.0,5.379853530415341
1796,CHEMBL1825036,COc1ccc(OCc2cn(Cc3ccc(C#N)cc3)nn2)cc1,active,320.35200000000003,2.785680000000001,0.0,6.0,5.630765583393175
1797,CHEMBL1825037,N#Cc1ccc(Cn2cc(COc3ccc(-c4ccccc4)cc3)nn2)cc1,inactive,366.42400000000004,4.444080000000004,0.0,5.0,4.936662887438872
1798,CHEMBL1825038,CCCc1cn(Cc2ccccc2)nn1,inactive,201.27300000000002,2.2789,0.0,3.0,4.898593210863809
1799,CHEMBL1825039,CCCCCCc1cn(Cc2ccccc2)nn1,active,243.354,3.449200000000002,0.0,3.0,5.1266735843750295
1800,CHEMBL1825040,CCCCCCCc1cn(Cc2ccccc2)nn1,active,257.381,3.8393000000000024,0.0,3.0,5.020902542255658
1801,CHEMBL1825041,CCCCCCCCCCc1cn(Cc2ccccc2)nn1,active,299.462,5.009600000000004,0.0,3.0,5.193813240217847
1802,CHEMBL1825042,c1ccc(Cn2cc(C3CCCCC3)nn2)cc1,active,241.33799999999994,3.374100000000002,0.0,3.0,5.097991666396629
1803,CHEMBL1825043,c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,active,235.29000000000005,2.993400000000001,0.0,3.0,5.0101009911199235
